round,seed,population_seed,strategy,count,percentage
1,123,445,coop,29558,0.38
1,123,445,defect,19552,0.25
1,123,445,exploitation,28890,0.37
2,123,445,coop,29662,0.38
2,123,445,defect,19438,0.25
2,123,445,exploitation,28900,0.37
3,123,445,coop,28742,0.37
3,123,445,defect,20071,0.26
3,123,445,exploitation,29187,0.37
4,123,445,coop,26660,0.34
4,123,445,defect,22103,0.28
4,123,445,exploitation,29237,0.37
5,123,445,coop,26995,0.35
5,123,445,defect,21834,0.28
5,123,445,exploitation,29171,0.37
6,123,445,coop,26607,0.34
6,123,445,defect,22254,0.29
6,123,445,exploitation,29139,0.37
7,123,445,coop,28912,0.37
7,123,445,defect,20080,0.26
7,123,445,exploitation,29008,0.37
8,123,445,coop,28943,0.37
8,123,445,defect,19888,0.25
8,123,445,exploitation,29169,0.37
9,123,445,coop,26846,0.34
9,123,445,defect,21994,0.28
9,123,445,exploitation,29160,0.37
10,123,445,coop,26527,0.34
10,123,445,defect,22541,0.29
10,123,445,exploitation,28932,0.37
11,123,445,coop,27924,0.36
11,123,445,defect,20834,0.27
11,123,445,exploitation,29242,0.37
12,123,445,coop,28138,0.36
12,123,445,defect,21184,0.27
12,123,445,exploitation,28678,0.37
13,123,445,coop,26620,0.34
13,123,445,defect,22186,0.28
13,123,445,exploitation,29194,0.37
14,123,445,coop,28169,0.36
14,123,445,defect,20879,0.27
14,123,445,exploitation,28952,0.37
15,123,445,coop,28348,0.36
15,123,445,defect,20914,0.27
15,123,445,exploitation,28738,0.37
16,123,445,coop,29316,0.38
16,123,445,defect,19516,0.25
16,123,445,exploitation,29168,0.37
17,123,445,coop,29422,0.38
17,123,445,defect,19763,0.25
17,123,445,exploitation,28815,0.37
18,123,445,coop,29469,0.38
18,123,445,defect,19315,0.25
18,123,445,exploitation,29216,0.37
19,123,445,coop,31681,0.41
19,123,445,defect,17845,0.23
19,123,445,exploitation,28474,0.37
20,123,445,coop,31281,0.4
20,123,445,defect,17972,0.23
20,123,445,exploitation,28747,0.37
21,123,445,coop,31794,0.41
21,123,445,defect,17599,0.23
21,123,445,exploitation,28607,0.37
22,123,445,coop,32005,0.41
22,123,445,defect,17200,0.22
22,123,445,exploitation,28795,0.37
23,123,445,coop,32269,0.41
23,123,445,defect,17018,0.22
23,123,445,exploitation,28713,0.37
24,123,445,coop,31756,0.41
24,123,445,defect,17470,0.22
24,123,445,exploitation,28774,0.37
25,123,445,coop,30425,0.39
25,123,445,defect,18886,0.24
25,123,445,exploitation,28689,0.37
26,123,445,coop,30160,0.39
26,123,445,defect,18701,0.24
26,123,445,exploitation,29139,0.37
27,123,445,coop,28283,0.36
27,123,445,defect,20312,0.26
27,123,445,exploitation,29405,0.38
28,123,445,coop,30617,0.39
28,123,445,defect,18262,0.23
28,123,445,exploitation,29121,0.37
29,123,445,coop,30429,0.39
29,123,445,defect,18258,0.23
29,123,445,exploitation,29313,0.38
30,123,445,coop,30838,0.4
30,123,445,defect,17775,0.23
30,123,445,exploitation,29387,0.38
31,123,445,coop,30835,0.4
31,123,445,defect,18051,0.23
31,123,445,exploitation,29114,0.37
32,123,445,coop,31000,0.4
32,123,445,defect,17779,0.23
32,123,445,exploitation,29221,0.37
33,123,445,coop,29138,0.37
33,123,445,defect,19215,0.25
