round,seed,population_seed,strategy,count,percentage
1,559,223,coop,29214,0.37
1,559,223,defect,19587,0.25
1,559,223,exploitation,29199,0.37
2,559,223,coop,29152,0.37
2,559,223,defect,19188,0.25
2,559,223,exploitation,29660,0.38
3,559,223,coop,29236,0.37
3,559,223,defect,19501,0.25
3,559,223,exploitation,29263,0.38
4,559,223,coop,29297,0.38
4,559,223,defect,19588,0.25
4,559,223,exploitation,29115,0.37
5,559,223,coop,29958,0.38
5,559,223,defect,18906,0.24
5,559,223,exploitation,29136,0.37
6,559,223,coop,31547,0.4
6,559,223,defect,17430,0.22
6,559,223,exploitation,29023,0.37
7,559,223,coop,30073,0.39
7,559,223,defect,18655,0.24
7,559,223,exploitation,29272,0.38
8,559,223,coop,30273,0.39
8,559,223,defect,18438,0.24
8,559,223,exploitation,29289,0.38
9,559,223,coop,29853,0.38
9,559,223,defect,18738,0.24
9,559,223,exploitation,29409,0.38
10,559,223,coop,30004,0.38
10,559,223,defect,18850,0.24
10,559,223,exploitation,29146,0.37
11,559,223,coop,29708,0.38
11,559,223,defect,18889,0.24
11,559,223,exploitation,29403,0.38
12,559,223,coop,31315,0.4
12,559,223,defect,17450,0.22
12,559,223,exploitation,29235,0.37
13,559,223,coop,32748,0.42
13,559,223,defect,16563,0.21
13,559,223,exploitation,28689,0.37
14,559,223,coop,33181,0.43
14,559,223,defect,15855,0.2
14,559,223,exploitation,28964,0.37
15,559,223,coop,34725,0.45
15,559,223,defect,14801,0.19
15,559,223,exploitation,28474,0.37
16,559,223,coop,34880,0.45
16,559,223,defect,14639,0.19
16,559,223,exploitation,28481,0.37
17,559,223,coop,34832,0.45
17,559,223,defect,14895,0.19
17,559,223,exploitation,28273,0.36
18,559,223,coop,34841,0.45
18,559,223,defect,14922,0.19
18,559,223,exploitation,28237,0.36
19,559,223,coop,33767,0.43
19,559,223,defect,15809,0.2
19,559,223,exploitation,28424,0.36
20,559,223,coop,33699,0.43
20,559,223,defect,15828,0.2
20,559,223,exploitation,28473,0.37
21,559,223,coop,35953,0.46
21,559,223,defect,14190,0.18
21,559,223,exploitation,27857,0.36
22,559,223,coop,36359,0.47
22,559,223,defect,13685,0.18
22,559,223,exploitation,27956,0.36
23,559,223,coop,34452,0.44
23,559,223,defect,14892,0.19
23,559,223,exploitation,28656,0.37
24,559,223,coop,34180,0.44
24,559,223,defect,15076,0.19
24,559,223,exploitation,28744,0.37
25,559,223,coop,37037,0.47
25,559,223,defect,13188,0.17
25,559,223,exploitation,27775,0.36
26,559,223,coop,37530,0.48
26,559,223,defect,12737,0.16
26,559,223,exploitation,27733,0.36
27,559,223,coop,37745,0.48
27,559,223,defect,12540,0.16
27,559,223,exploitation,27715,0.36
28,559,223,coop,37770,0.48
28,559,223,defect,12491,0.16
28,559,223,exploitation,27739,0.36
29,559,223,coop,38454,0.49
29,559,223,defect,11891,0.15
29,559,223,exploitation,27655,0.35
30,559,223,coop,38817,0.5
30,559,223,defect,11330,0.15
30,559,223,exploitation,27853,0.36
31,559,223,coop,38744,0.5
31,559,223,defect,11816,0.15
31,559,223,exploitation,27440,0.35
32,559,223,coop,38330,0.49
32,559,223,defect,12067,0.15
32,559,223,exploitation,27603,0.35
33,559,223,coop,35995,0.46
33,559,223,defect,13529,0.17
33,559,223,exploitation,28476,0.37
34,559,223,coop,35840,0.46
34,559,223,defect,13842,0.18
34,559,223,exploitation,28318,0.36
35,559,223,coop,36010,0.46
35,559,223,defect,13765,0.18
35,559,223,exploitation,28225,0.36
36,559,223,coop,35099,0.45
36,559,223,defect,14441,0.19
36,559,223,exploitation,28460,0.36
37,559,223,coop,33637,0.43
37,559,223,defect,15178,0.19
37,559,223,exploitation,29185,0.37
38,559,223,coop,34322,0.44
38,559,223,defect,14457,0.19
38,559,223,exploitation,29221,0.37
39,559,223,coop,33928,0.43
39,559,223,defect,15077,0.19
39,559,223,exploitation,28995,0.37
40,559,223,coop,36071,0.46
40,559,223,defect,13535,0.17
40,559,223,exploitation,28394,0.36
41,559,223,coop,36324,0.47
41,559,223,defect,13210,0.17
41,559,223,exploitation,28466,0.36
42,559,223,coop,33802,0.43
42,559,223,defect,15076,0.19
42,559,223,exploitation,29122,0.37
43,559,223,coop,34441,0.44
43,559,223,defect,14524,0.19
43,559,223,exploitation,29035,0.37
44,559,223,coop,34640,0.44
44,559,223,defect,14194,0.18
44,559,223,exploitation,29166,0.37
45,559,223,coop,34531,0.44
45,559,223,defect,14296,0.18
45,559,223,exploitation,29173,0.37
46,559,223,coop,34876,0.45
46,559,223,defect,14026,0.18
46,559,223,exploitation,29098,0.37
47,559,223,coop,34795,0.45
47,559,223,defect,14064,0.18
47,559,223,exploitation,29141,0.37
48,559,223,coop,34180,0.44
48,559,223,defect,14966,0.19
48,559,223,exploitation,28854,0.37
49,559,223,coop,34689,0.44
49,559,223,defect,14160,0.18
49,559,223,exploitation,29151,0.37
50,559,223,coop,32511,0.42
50,559,223,defect,15945,0.2
50,559,223,exploitation,29544,0.38
51,559,223,coop,32880,0.42
51,559,223,defect,15436,0.2
51,559,223,exploitation,29684,0.38
52,559,223,coop,31356,0.4
52,559,223,defect,16076,0.21
52,559,223,exploitation,30568,0.39
53,559,223,coop,31177,0.4
53,559,223,defect,16060,0.21
53,559,223,exploitation,30763,0.39
54,559,223,coop,31449,0.4
54,559,223,defect,15911,0.2
54,559,223,exploitation,30640,0.39
55,559,223,coop,30735,0.39
55,559,223,defect,17126,0.22
55,559,223,exploitation,30139,0.39
56,559,223,coop,31028,0.4
56,559,223,defect,16198,0.21
56,559,223,exploitation,30774,0.39
57,559,223,coop,31430,0.4
57,559,223,defect,16259,0.21
57,559,223,exploitation,30311,0.39
58,559,223,coop,31725,0.41
58,559,223,defect,15481,0.2
58,559,223,exploitation,30794,0.39
59,559,223,coop,31308,0.4
59,559,223,defect,15895,0.2
59,559,223,exploitation,30797,0.39
60,559,223,coop,29160,0.37
60,559,223,defect,17643,0.23
60,559,223,exploitation,31197,0.4
61,559,223,coop,27284,0.35
61,559,223,defect,19207,0.25
61,559,223,exploitation,31509,0.4
62,559,223,coop,27113,0.35
62,559,223,defect,19650,0.25
62,559,223,exploitation,31237,0.4
63,559,223,coop,27009,0.35
63,559,223,defect,19658,0.25
63,559,223,exploitation,31333,0.4
64,559,223,coop,24753,0.32
64,559,223,defect,21716,0.28
64,559,223,exploitation,31531,0.4
65,559,223,coop,25046,0.32
65,559,223,defect,21705,0.28
65,559,223,exploitation,31249,0.4
