round,seed,population_seed,strategy,count,percentage
1,824,763,coop,29246,0.37
1,824,763,defect,19553,0.25
1,824,763,exploitation,29201,0.37
2,824,763,coop,29397,0.38
2,824,763,defect,19319,0.25
2,824,763,exploitation,29284,0.38
3,824,763,coop,31391,0.4
3,824,763,defect,17483,0.22
3,824,763,exploitation,29126,0.37
4,824,763,coop,33864,0.43
4,824,763,defect,15593,0.2
4,824,763,exploitation,28543,0.37
5,824,763,coop,31840,0.41
5,824,763,defect,17110,0.22
5,824,763,exploitation,29050,0.37
6,824,763,coop,29870,0.38
6,824,763,defect,19091,0.24
6,824,763,exploitation,29039,0.37
7,824,763,coop,30636,0.39
7,824,763,defect,18138,0.23
7,824,763,exploitation,29226,0.37
8,824,763,coop,30675,0.39
8,824,763,defect,18061,0.23
8,824,763,exploitation,29264,0.38
9,824,763,coop,30673,0.39
9,824,763,defect,18162,0.23
9,824,763,exploitation,29165,0.37
10,824,763,coop,31245,0.4
10,824,763,defect,17245,0.22
10,824,763,exploitation,29510,0.38
11,824,763,coop,31356,0.4
11,824,763,defect,17210,0.22
11,824,763,exploitation,29434,0.38
12,824,763,coop,31333,0.4
12,824,763,defect,17197,0.22
12,824,763,exploitation,29470,0.38
13,824,763,coop,29342,0.38
13,824,763,defect,18413,0.24
13,824,763,exploitation,30245,0.39
14,824,763,coop,29411,0.38
14,824,763,defect,18361,0.24
14,824,763,exploitation,30228,0.39
15,824,763,coop,30194,0.39
15,824,763,defect,17953,0.23
15,824,763,exploitation,29853,0.38
16,824,763,coop,28586,0.37
16,824,763,defect,18812,0.24
16,824,763,exploitation,30602,0.39
17,824,763,coop,26554,0.34
17,824,763,defect,20423,0.26
17,824,763,exploitation,31023,0.4
18,824,763,coop,25926,0.33
18,824,763,defect,21676,0.28
18,824,763,exploitation,30398,0.39
19,824,763,coop,25159,0.32
19,824,763,defect,22131,0.28
19,824,763,exploitation,30710,0.39
20,824,763,coop,22499,0.29
20,824,763,defect,24365,0.31
20,824,763,exploitation,31136,0.4
21,824,763,coop,21179,0.27
21,824,763,defect,25192,0.32
21,824,763,exploitation,31629,0.41
22,824,763,coop,19564,0.25
22,824,763,defect,27506,0.35
22,824,763,exploitation,30930,0.4
23,824,763,coop,19681,0.25
23,824,763,defect,26989,0.35
23,824,763,exploitation,31330,0.4
24,824,763,coop,21029,0.27
24,824,763,defect,25281,0.32
24,824,763,exploitation,31690,0.41
25,824,763,coop,19671,0.25
25,824,763,defect,27319,0.35
25,824,763,exploitation,31010,0.4
26,824,763,coop,18841,0.24
26,824,763,defect,28427,0.36
26,824,763,exploitation,30732,0.39
27,824,763,coop,19064,0.24
27,824,763,defect,28552,0.37
27,824,763,exploitation,30384,0.39
28,824,763,coop,18890,0.24
28,824,763,defect,28480,0.37
28,824,763,exploitation,30630,0.39
29,824,763,coop,19832,0.25
29,824,763,defect,27127,0.35
29,824,763,exploitation,31041,0.4
30,824,763,coop,18319,0.23
30,824,763,defect,28592,0.37
30,824,763,exploitation,31089,0.4
31,824,763,coop,19960,0.26
31,824,763,defect,26333,0.34
31,824,763,exploitation,31707,0.41
32,824,763,coop,21914,0.28
32,824,763,defect,24501,0.31
32,824,763,exploitation,31585,0.4
33,824,763,coop,20071,0.26
33,824,763,defect,26356,0.34
33,824,763,exploitation,31573,0.4
34,824,763,coop,19888,0.25
34,824,763,defect,26768,0.34
34,824,763,exploitation,31344,0.4
35,824,763,coop,20911,0.27
35,824,763,defect,26027,0.33
35,824,763,exploitation,31062,0.4
36,824,763,coop,21987,0.28
36,824,763,defect,25062,0.32
36,824,763,exploitation,30951,0.4
37,824,763,coop,20779,0.27
37,824,763,defect,26264,0.34
37,824,763,exploitation,30957,0.4
38,824,763,coop,19079,0.24
38,824,763,defect,28146,0.36
38,824,763,exploitation,30775,0.39
39,824,763,coop,20563,0.26
39,824,763,defect,27007,0.35
39,824,763,exploitation,30430,0.39
40,824,763,coop,20521,0.26
40,824,763,defect,27043,0.35
40,824,763,exploitation,30436,0.39
41,824,763,coop,20587,0.26
41,824,763,defect,26771,0.34
41,824,763,exploitation,30642,0.39
42,824,763,coop,21884,0.28
42,824,763,defect,25673,0.33
42,824,763,exploitation,30443,0.39
43,824,763,coop,22625,0.29
43,824,763,defect,24361,0.31
43,824,763,exploitation,31014,0.4
44,824,763,coop,24301,0.31
44,824,763,defect,23008,0.29
44,824,763,exploitation,30691,0.39
45,824,763,coop,22888,0.29
45,824,763,defect,23891,0.31
45,824,763,exploitation,31221,0.4
46,824,763,coop,24215,0.31
46,824,763,defect,22784,0.29
46,824,763,exploitation,31001,0.4
