round,seed,exploit,coop,exploit_,defect
1,16,11732,29597,17191,19480
2,16,12069,30483,16816,18632
3,16,12608,29019,16442,19931
4,16,12353,29489,16601,19557
5,16,13028,27982,16708,20282
6,16,12904,28357,16564,20175
7,16,12953,28011,16748,20288
8,16,12549,26699,17248,21504
9,16,12519,26644,17253,21584
10,16,12704,26428,17273,21595
11,16,13405,25205,16813,22577
12,16,13378,26590,16436,21596
13,16,13399,24595,16413,23593
14,16,13431,24586,16427,23556
15,16,13354,24870,16363,23413
16,16,13153,26677,16855,21315
17,16,12802,28950,16794,19454
18,16,12697,27486,17475,20342
19,16,12696,27565,17256,20483
20,16,12883,27441,17344,20332
21,16,12547,27699,17471,20283
22,16,13636,25814,16559,21991
23,16,14557,26136,16444,20863
24,16,14236,27752,16141,19871
25,16,14217,27781,16183,19819
26,16,14282,27889,16030,19799
27,16,12965,29869,16934,18232
28,16,12951,30264,17114,17671
29,16,13076,29951,16768,18205
30,16,12996,30163,17065,17776
31,16,13123,30835,17107,16935
32,16,13405,30983,17032,16580
33,16,13546,30861,17195,16398
34,16,13381,30912,17213,16494
35,16,13149,32958,16611,15282
36,16,13565,30888,16603,16944
37,16,13459,30994,16403,17144
38,16,14016,32445,15513,16026
39,16,13365,33974,15756,14905
40,16,13481,33828,15433,15258
41,16,13271,34412,15934,14383
42,16,13291,34888,15759,14062
43,16,13364,34829,15889,13918
44,16,13313,34751,16016,13920
45,16,13245,34559,15693,14503
46,16,13244,34705,15554,14497
47,16,13676,35023,15621,13680
48,16,13894,34657,15292,14157
49,16,13532,34406,15566,14496
50,16,13949,36466,14555,13030
51,16,14849,35019,14002,14130
52,16,14769,34529,14156,14546
53,16,14773,34453,14264,14510
54,16,14771,34393,14163,14673
55,16,14763,34809,14284,14144
56,16,14829,34995,14202,13974
57,16,15364,32935,14371,15330
58,16,15862,31235,14018,16885
59,16,15955,29058,14524,18463
60,16,15886,28839,14671,18604
61,16,16924,30910,13419,16747
62,16,17109,29223,13364,18304
63,16,17271,27336,14043,19350
64,16,16410,29352,14241,17997
65,16,16320,29080,14332,18268
66,16,16442,29180,14284,18094
67,16,16304,29195,14261,18240
68,16,16388,28944,14359,18309
69,16,15019,31599,15320,16062
70,16,14820,29125,15995,18060
71,16,14609,29397,16472,17522
72,16,14423,31737,15967,15873
73,16,13408,33530,16240,14822
74,16,13455,33580,16156,14809
75,16,12932,35571,16436,13061
76,16,12768,35687,16414,13131
77,16,13086,37976,15397,11541
78,16,13234,35473,16178,13115
79,16,14371,33695,15666,14268
80,16,14313,33852,15566,14269
81,16,14607,33462,15045,14886
82,16,14626,33784,15372,14218
83,16,15378,35962,13878,12782
84,16,15378,36074,13917,12631
85,16,15475,35831,14011,12683
86,16,15135,35094,14229,13542
87,16,15312,35599,14114,12975
88,16,15329,35633,14048,12990
89,16,15081,36097,14415,12407
90,16,15195,36025,14312,12468
91,16,15498,36714,14058,11730
92,16,14903,36126,14414,12557
93,16,15023,36205,14477,12295
94,16,14814,36545,14426,12215
95,16,14756,36708,14863,11673
96,16,14439,34758,16210,12593
97,16,14537,34765,16112,12586
98,16,14333,37196,15273,11198
99,16,13046,38610,15932,10412
100,16,12852,39251,15768,10129
101,16,13064,38747,15669,10520
102,16,12604,40712,15140,9544
103,16,12180,41454,15432,8934
104,16,12055,43304,14555,8086
105,16,11894,43635,14522,7949
106,16,11795,43940,14385,7880
107,16,11936,43676,14578,7810
108,16,12340,41349,15532,8779
109,16,12296,41640,15353,8711
110,16,11858,43743,14588,7811
111,16,11896,43729,14565,7810
112,16,11935,43980,14551,7534
113,16,11947,43971,14533,7549
114,16,12149,41972,15608,8271
115,16,12039,42050,15604,8307
116,16,12007,43741,14725,7527
117,16,11816,44201,14482,7501
118,16,11921,43945,14593,7541
119,16,11877,43787,14811,7525
120,16,11912,43894,14693,7501
121,16,12588,46330,12758,6324
122,16,11944,46984,13158,5914
123,16,11554,49278,12157,5011
124,16,10448,51667,11841,4044
125,16,9833,49257,13813,5097
126,16,9627,49522,13777,5074
127,16,9972,49772,13552,4704
128,16,9948,49549,13678,4825
129,16,10068,49021,13868,5043
130,16,10023,49081,13803,5093
131,16,10002,49077,13769,5152
132,16,9940,49674,13515,4871
133,16,10577,49851,13080,4492
134,16,10317,49550,13512,4621
135,16,10214,49255,13544,4987
136,16,10226,49344,13443,4987
137,16,10281,48825,13691,5203
138,16,10150,48747,13696,5407
139,16,10347,48548,13713,5392
140,16,10367,48445,13744,5444
141,16,10396,48324,13570,5710
142,16,11704,45714,13738,6844
143,16,11448,46100,13661,6791
144,16,11662,45768,13724,6846
145,16,11772,45734,13407,7087
