round,seed,population_seed,strategy,count,percentage
1,895,579,coop,29251,0.38
1,895,579,defect,19412,0.25
1,895,579,exploitation,29337,0.38
2,895,579,coop,26979,0.35
2,895,579,defect,21507,0.28
2,895,579,exploitation,29514,0.38
3,895,579,coop,27273,0.35
3,895,579,defect,21511,0.28
3,895,579,exploitation,29216,0.37
4,895,579,coop,27202,0.35
4,895,579,defect,21718,0.28
4,895,579,exploitation,29080,0.37
5,895,579,coop,25963,0.33
5,895,579,defect,22328,0.29
5,895,579,exploitation,29709,0.38
6,895,579,coop,25999,0.33
6,895,579,defect,22852,0.29
6,895,579,exploitation,29149,0.37
7,895,579,coop,27676,0.35
7,895,579,defect,21314,0.27
7,895,579,exploitation,29010,0.37
8,895,579,coop,29218,0.37
8,895,579,defect,19574,0.25
8,895,579,exploitation,29208,0.37
9,895,579,coop,27842,0.36
9,895,579,defect,21389,0.27
9,895,579,exploitation,28769,0.37
10,895,579,coop,26610,0.34
10,895,579,defect,22552,0.29
10,895,579,exploitation,28838,0.37
11,895,579,coop,26440,0.34
11,895,579,defect,22673,0.29
11,895,579,exploitation,28887,0.37
12,895,579,coop,27062,0.35
12,895,579,defect,21778,0.28
12,895,579,exploitation,29160,0.37
13,895,579,coop,28616,0.37
13,895,579,defect,20427,0.26
13,895,579,exploitation,28957,0.37
14,895,579,coop,28011,0.36
14,895,579,defect,20897,0.27
14,895,579,exploitation,29092,0.37
15,895,579,coop,28039,0.36
15,895,579,defect,21025,0.27
15,895,579,exploitation,28936,0.37
16,895,579,coop,26578,0.34
16,895,579,defect,22114,0.28
16,895,579,exploitation,29308,0.38
17,895,579,coop,25787,0.33
17,895,579,defect,23430,0.3
17,895,579,exploitation,28783,0.37
18,895,579,coop,25494,0.33
18,895,579,defect,23587,0.3
18,895,579,exploitation,28919,0.37
19,895,579,coop,27458,0.35
19,895,579,defect,21810,0.28
19,895,579,exploitation,28732,0.37
20,895,579,coop,28143,0.36
20,895,579,defect,21106,0.27
20,895,579,exploitation,28751,0.37
21,895,579,coop,29955,0.38
21,895,579,defect,19493,0.25
21,895,579,exploitation,28552,0.37
22,895,579,coop,29510,0.38
22,895,579,defect,19339,0.25
22,895,579,exploitation,29151,0.37
23,895,579,coop,32111,0.41
23,895,579,defect,17293,0.22
23,895,579,exploitation,28596,0.37
24,895,579,coop,32256,0.41
24,895,579,defect,17110,0.22
24,895,579,exploitation,28634,0.37
25,895,579,coop,32202,0.41
25,895,579,defect,17410,0.22
25,895,579,exploitation,28388,0.36
26,895,579,coop,31356,0.4
26,895,579,defect,17730,0.23
26,895,579,exploitation,28914,0.37
27,895,579,coop,33867,0.43
27,895,579,defect,15685,0.2
27,895,579,exploitation,28448,0.36
28,895,579,coop,33108,0.42
28,895,579,defect,16140,0.21
28,895,579,exploitation,28752,0.37
29,895,579,coop,34051,0.44
29,895,579,defect,15708,0.2
29,895,579,exploitation,28241,0.36
30,895,579,coop,32916,0.42
30,895,579,defect,16272,0.21
30,895,579,exploitation,28812,0.37
31,895,579,coop,31967,0.41
31,895,579,defect,17276,0.22
31,895,579,exploitation,28757,0.37
32,895,579,coop,33196,0.43
32,895,579,defect,15967,0.2
32,895,579,exploitation,28837,0.37
33,895,579,coop,32728,0.42
33,895,579,defect,16259,0.21
33,895,579,exploitation,29013,0.37
34,895,579,coop,33615,0.43
34,895,579,defect,15720,0.2
34,895,579,exploitation,28665,0.37
35,895,579,coop,33862,0.43
35,895,579,defect,15547,0.2
35,895,579,exploitation,28591,0.37
36,895,579,coop,34708,0.44
36,895,579,defect,14844,0.19
36,895,579,exploitation,28448,0.36
37,895,579,coop,34306,0.44
37,895,579,defect,14979,0.19
37,895,579,exploitation,28715,0.37
38,895,579,coop,35160,0.45
38,895,579,defect,14948,0.19
38,895,579,exploitation,27892,0.36
39,895,579,coop,35070,0.45
39,895,579,defect,14783,0.19
39,895,579,exploitation,28147,0.36
40,895,579,coop,36275,0.47
40,895,579,defect,14160,0.18
40,895,579,exploitation,27565,0.35
41,895,579,coop,35774,0.46
41,895,579,defect,14085,0.18
41,895,579,exploitation,28141,0.36
42,895,579,coop,36366,0.47
42,895,579,defect,13870,0.18
