round,seed,defect,exploit_,exploit,coop
1,894,19543,12207,16978,29272
2,894,20435,11853,17725,27987
3,894,21326,11800,17750,27124
4,894,22344,11509,18267,25880
5,894,20657,10854,18529,27960
6,894,20585,10959,18492,27964
7,894,19755,10802,18598,28845
8,894,18599,10556,19325,29520
9,894,18578,10598,19207,29617
10,894,20000,11147,19035,27818
11,894,20032,11270,19067,27631
12,894,18023,10875,19191,29911
13,894,18897,11617,19174,28312
14,894,19813,11898,19038,27251
15,894,20859,12372,18389,26380
16,894,21826,12757,17614,25803
17,894,21721,12847,17675,25757
18,894,23239,13287,17376,24098
19,894,23030,13445,17622,23903
20,894,22947,13409,17605,24039
21,894,22028,13570,17515,24887
22,894,21224,13222,17487,26067
23,894,20653,13360,17558,26429
24,894,21447,13855,17628,25070
25,894,19671,14007,17149,27173
26,894,19445,14009,17206,27340
27,894,18616,14269,17266,27849
28,894,18493,14274,17529,27704
29,894,18604,14280,17285,27831
30,894,17101,15164,15967,29768
31,894,15337,14138,16620,31905
32,894,14244,14026,17345,32385
33,894,14353,13927,17199,32521
34,894,13638,14339,17041,32982
35,894,13819,14375,16846,32960
36,894,12485,14081,16724,34710
37,894,12441,14028,16533,34998
38,894,12957,13758,16930,34355
39,894,13081,13663,16692,34564
40,894,12821,13734,16730,34715
41,894,14542,12893,18138,32427
42,894,14171,12946,18342,32541
43,894,15031,12888,18151,31930
44,894,15897,12378,19275,30450
45,894,14421,13188,17798,32593
46,894,14466,13326,17842,32366
47,894,13548,13465,18120,32867
48,894,13537,13538,17920,33005
49,894,14359,12905,18304,32432
50,894,14329,12780,18183,32708
51,894,15743,12263,19686,30308
52,894,15179,12371,18303,32147
53,894,15720,12487,18564,31229
54,894,15637,12457,18545,31361
55,894,16737,13188,17889,30186
56,894,14874,12585,18145,32396
57,894,15747,12588,18033,31632
58,894,15289,12921,18055,31735
59,894,15758,12687,17804,31751
60,894,17478,13224,17789,29509
61,894,18505,12987,18577,27931
62,894,19216,13679,18999,26106
63,894,19968,13233,18763,26036
64,894,18166,13065,18713,28056
65,894,17201,13231,17721,29847
66,894,17089,13539,17958,29414
67,894,18268,13021,18753,27958
68,894,16971,13447,17863,29719
69,894,16327,12401,18036,31236
70,894,14661,12674,17128,33537
71,894,14206,12796,17219,33779
72,894,13674,12632,17604,34090
73,894,13803,12680,17656,33861
74,894,15187,13960,17105,31748
75,894,15002,13884,16995,32119
76,894,15230,13926,17166,31678
77,894,16263,14034,17494,30209
78,894,17163,13725,17427,29685
79,894,17264,13832,17406,29498
80,894,16150,13462,18207,30181
81,894,16934,13432,17800,29834
82,894,18484,14134,17487,27895
83,894,18666,14274,17464,27596
84,894,18227,14279,17344,28150
85,894,18226,14299,17379,28096
86,894,19352,14680,17837,26131
87,894,18267,15086,17862,26785
88,894,18222,15217,17807,26754
89,894,18924,15123,17339,26614
90,894,20488,16587,16088,24837
91,894,18799,16461,16293,26447
92,894,17163,16650,15740,28447
93,894,16255,15704,15888,30153
94,894,15939,15745,15830,30486
95,894,15917,15828,15868,30387
96,894,16346,15791,15812,30051
97,894,16969,15680,15360,29991
98,894,18051,16198,15463,28288
99,894,19828,15796,16004,26372
100,894,18815,16364,15058,27763
101,894,18711,16393,14950,27946
102,894,20481,15815,15668,26036
103,894,21678,15682,16543,24097
104,894,21498,15708,16510,24284
105,894,19717,16715,15567,26001
106,894,18116,17005,14720,28159
107,894,18692,16532,14857,27919
108,894,18170,16408,15180,28242
109,894,18789,16362,14984,27865
110,894,19308,16083,15084,27525
111,894,19235,16106,15197,27462
112,894,21168,15748,15648,25436
113,894,22854,15727,15633,23786
114,894,24187,16469,15095,22249
115,894,25500,16334,15710,20456
116,894,26577,16643,15748,19032
117,894,24666,15737,16747,20850
118,894,26725,14860,17242,19173
119,894,24645,14350,17998,21007
120,894,23918,14502,18362,21218
121,894,25954,13703,18656,19687
122,894,25828,13832,18901,19439
123,894,24700,14150,18294,20856
124,894,24610,14184,18501,20705
125,894,26686,14071,17896,19347
126,894,24578,13035,19310,21077
127,894,24496,13082,19471,20951
128,894,22644,13830,18700,22826
129,894,21679,14486,17787,24048
130,894,19794,14330,17770,26106
131,894,21772,14745,17307,24176
132,894,21683,14730,17405,24182
133,894,23438,15154,17032,22376
134,894,22890,15691,16757,22662
135,894,23121,15629,16902,22348
136,894,23576,15159,16831,22434
137,894,21801,15942,16063,24194
138,894,23521,16906,15214,22359
139,894,23616,16773,15303,22308
140,894,23605,17011,15180,22204
141,894,24728,16364,16064,20844
142,894,24641,16475,16101,20783
143,894,26714,17148,14871,19267
144,894,24708,16408,15881,21003
145,894,25480,16783,16306,19431
146,894,26546,17155,16042,18257
147,894,27390,16693,15902,18015
148,894,28009,17508,15728,16755
149,894,27854,17471,15684,16991
150,894,25977,17528,15915,18580
151,894,27084,17695,16203,17018
152,894,25739,18812,15896,17553
153,894,24824,19402,14854,18920
154,894,25716,19190,15635,17459
155,894,23912,18365,16544,19179
156,894,22142,18706,16441,20711
157,894,23846,17415,17702,19037
158,894,25616,15825,19025,17534
159,894,25840,15838,18817,17505
160,894,23912,16722,18097,19269
161,894,24008,16710,18126,19156
162,894,24707,16458,17982,18853
163,894,24883,16334,17975,18808
164,894,24608,16315,18087,18990
165,894,22908,17754,16813,20525
166,894,23162,17707,16821,20310
167,894,21228,16431,17921,22420
168,894,21122,16556,18192,22130
169,894,21192,16519,17947,22342
170,894,20367,17162,18082,22389
171,894,21387,17101,18342,21170
172,894,21383,17013,18638,20966
173,894,23046,17691,18014,19249
174,894,21369,16744,18782,21105
175,894,22998,15870,19677,19455
176,894,21419,16264,19143,21174
177,894,21294,16600,19127,20979
178,894,19540,16404,19259,22797
179,894,19758,16393,19093,22756
180,894,21129,15868,19982,21021
181,894,21205,15808,19936,21051
182,894,21336,15775,19883,21006
183,894,21903,16422,19993,19682
184,894,19993,16683,19805,21519
185,894,20956,16673,20457,19914
186,894,22729,17512,19434,18325
187,894,21119,17145,19646,20090
188,894,21015,16997,19851,20137
189,894,20112,17932,19997,19959
190,894,20050,17901,19997,20052
191,894,20844,17972,20463,18721
192,894,22494,17705,20499,17302
193,894,22544,17779,20444,17233
194,894,24484,16048,21682,15786
195,894,24314,16031,21867,15788
196,894,24272,16073,21881,15774
197,894,22532,14894,23181,17393
198,894,21966,14285,23130,18619
199,894,23566,13149,24162,17123
200,894,24405,14429,23311,15855
201,894,22612,16149,21934,17305
202,894,22496,16165,21948,17391
203,894,24236,15198,22703,15863
204,894,25430,14860,22066,15644
205,894,27057,13459,23230,14254
206,894,27340,13390,23107,14163
207,894,26140,13258,23315,15287
