round,seed,defect,exploit_,exploit,coop
1,895,19412,12191,17146,29251
2,895,19959,12167,17177,28697
3,895,19155,11649,17318,29878
4,895,19276,11795,17214,29715
5,895,19531,12090,17549,28830
6,895,20369,11558,17639,28434
7,895,20324,11446,17776,28454
8,895,19201,11464,17544,29791
9,895,20864,11531,17435,28170
10,895,21874,12026,16989,27111
11,895,23710,11633,17458,25199
12,895,22752,11366,17892,25990
13,895,21646,11744,17503,27107
14,895,21582,11659,17446,27313
15,895,21455,11674,17408,27463
16,895,20352,11756,17497,28395
17,895,21903,11285,17560,27252
18,895,21514,11446,17448,27592
19,895,21232,11464,17287,28017
20,895,20363,11982,16821,28834
21,895,18821,12515,16078,30586
22,895,18691,12708,16320,30281
23,895,16776,13263,15459,32502
24,895,16731,13048,15498,32723
25,895,15512,12793,15277,34418
26,895,15712,13167,15231,33890
27,895,13890,12549,15238,36323
28,895,14198,12936,15111,35755
29,895,14296,12580,15080,36044
30,895,16066,13767,14768,33399
31,895,17071,13534,14639,32756
32,895,15740,13510,14790,33960
33,895,15678,13527,14700,34095
34,895,15139,13246,14893,34722
35,895,16102,13159,15007,33732
36,895,14163,12501,15375,35961
37,895,14439,12567,15474,35520
38,895,14157,12503,15133,36207
39,895,14015,12523,15199,36263
40,895,13508,12498,14849,37145
41,895,13311,12755,15115,36819
42,895,13065,12357,15143,37435
43,895,13113,12261,15244,37382
44,895,13141,12240,15232,37387
45,895,13769,12170,15287,36774
46,895,14971,13289,15244,34496
47,895,15536,13012,15195,34257
48,895,13847,13247,14811,36095
49,895,13778,12887,14867,36468
50,895,12450,12663,14342,38545
51,895,13364,12573,15023,37040
52,895,13663,12954,15263,36120
53,895,12547,12762,14739,37952
54,895,12798,13018,14882,37302
55,895,12975,13115,14918,36992
56,895,13283,13157,14803,36757
57,895,14230,13038,14456,36276
58,895,14193,13183,14499,36125
59,895,14209,13287,14808,35696
60,895,12939,13690,14150,37221
61,895,12704,13726,14194,37376
62,895,13121,13945,14289,36645
