round,seed,defect,exploit_,exploit,coop
1,461,19596,12117,16987,29300
2,461,20782,11625,17681,27912
3,461,21448,12226,17118,27208
4,461,20635,11844,17578,27943
5,461,18771,11290,17941,29998
6,461,18696,11264,17934,30106
7,461,18829,11154,17923,30094
8,461,18092,11528,18030,30350
9,461,18045,11469,17929,30557
10,461,19110,11628,18180,29082
11,461,19111,11561,18162,29166
12,461,18372,11046,17943,30639
13,461,18574,11241,17875,30310
14,461,18752,11356,17950,29942
15,461,17138,11472,17266,32124
16,461,16243,11278,17776,32703
17,461,18393,11493,17773,30341
18,461,18266,11285,17584,30865
19,461,16931,11506,17327,32236
20,461,15289,11513,16965,34233
21,461,14040,10987,16876,36097
22,461,14723,11565,16548,35164
23,461,15612,11367,16739,34282
24,461,15567,11292,16627,34514
25,461,15384,11263,16758,34595
26,461,15389,11445,16764,34402
27,461,17386,12203,16525,31886
28,461,17705,12338,16541,31416
29,461,16347,12786,15854,33013
30,461,17725,12828,15657,31790
31,461,17808,12875,15698,31619
32,461,18065,12931,15651,31353
33,461,18231,12844,15595,31330
34,461,17678,12892,15613,31817
35,461,18660,13428,15389,30523
36,461,18702,13153,15110,31035
37,461,18728,13296,15274,30702
38,461,16957,13853,14510,32680
39,461,17219,13912,14677,32192
40,461,17551,13702,14518,32229
41,461,17286,13851,14630,32233
42,461,18797,14312,14408,30483
43,461,17211,13876,14245,32668
44,461,15285,14645,13685,34385
45,461,15730,14676,13866,33728
46,461,15882,14612,13919,33587
47,461,16118,14430,14276,33176
48,461,14859,14318,14508,34315
49,461,13412,14182,14506,35900
50,461,13108,14297,14467,36128
51,461,13131,13884,14542,36443
52,461,13528,14371,14479,35622
53,461,13200,13914,14435,36451
54,461,12280,14082,14004,37634
55,461,12110,13923,13575,38392
56,461,12671,14049,14219,37061
57,461,12974,14147,13846,37033
58,461,12836,14151,14169,36844
59,461,13109,14448,13973,36470
60,461,12770,14442,14204,36584
61,461,12858,14326,13987,36829
62,461,12951,14340,14171,36538
63,461,12569,14322,13914,37195
64,461,12527,14563,13948,36962
65,461,10913,13879,14239,38969
66,461,10795,13631,14085,39489
67,461,11025,13740,14263,38972
68,461,10884,13849,14625,38642
69,461,8647,13434,14309,41610
70,461,8645,13470,13964,41921
71,461,8487,13391,13945,42177
72,461,8363,13559,14083,41995
73,461,8017,13137,13666,43180
74,461,8222,13111,13703,42964
75,461,7730,13001,13716,43553
76,461,9459,12648,14093,41800
77,461,9281,12777,14115,41827
78,461,7734,13020,13538,43708
79,461,7773,13158,13803,43266
80,461,7634,12849,13583,43934
81,461,7854,12989,13872,43285
82,461,7545,12860,13774,43821
83,461,7583,12905,13869,43643
84,461,7529,12953,13817,43701
85,461,7283,12819,13609,44289
86,461,7597,12839,13861,43703
