round,seed,exploit,defect,exploit_,coop
1,612,16746,19674,12136,29444
2,612,16724,20175,12593,28508
3,612,16766,20021,12510,28703
4,612,17146,22066,12081,26707
5,612,16979,21169,11674,28178
6,612,16559,18940,12431,30070
7,612,16799,18189,12245,30767
8,612,16691,18221,12181,30907
9,612,16657,17676,11776,31891
10,612,16402,18391,12332,30875
11,612,15633,16435,12691,33241
12,612,15482,17027,12890,32601
13,612,15872,16519,12808,32801
14,612,15696,16867,12943,32494
15,612,15790,14616,12415,35179
16,612,15929,14827,12252,34992
17,612,15483,15364,12770,34383
18,612,15268,15022,12609,35101
19,612,15129,17270,13169,32432
20,612,15650,17358,13098,31894
21,612,15337,17267,12855,32541
22,612,15422,18135,12876,31567
23,612,15519,18168,13100,31213
24,612,15430,17566,13131,31873
25,612,15149,19017,13454,30380
26,612,15730,20400,13396,28474
27,612,16319,22477,12822,26382
28,612,16488,20857,12530,28125
29,612,16320,19622,12298,29760
30,612,17162,20735,12112,27991
31,612,17035,20926,11940,28099
32,612,16713,20209,12271,28807
33,612,17004,19554,11795,29647
34,612,17051,18998,11854,30097
35,612,17231,18988,11931,29850
36,612,17219,19157,11963,29661
37,612,16548,21321,12884,27247
38,612,16268,21279,12635,27818
39,612,16303,21744,12558,27395
40,612,16399,21134,12343,28124
41,612,16166,22586,13266,25982
42,612,16976,20584,12330,28110
43,612,16949,20906,12260,27885
44,612,16899,20670,12205,28226
45,612,17366,21522,12181,26931
46,612,16466,23816,13187,24531
47,612,16732,21551,12830,26887
48,612,16725,21573,12897,26805
49,612,16913,21606,12769,26712
50,612,16723,22233,12790,26254
51,612,15627,20047,13819,28507
52,612,16070,18792,13105,30033
53,612,15654,17193,13025,32128
54,612,15601,17246,12958,32195
55,612,15912,17633,12771,31684
56,612,15793,17276,12632,32299
57,612,16033,17304,12710,31953
58,612,16169,16878,12529,32424
59,612,16105,16761,12695,32439
60,612,16384,16998,12568,32050
61,612,16429,16941,12522,32108
62,612,16202,17101,12399,32298
63,612,16206,17099,12449,32246
64,612,16348,17200,12427,32025
65,612,16244,17105,12338,32313
66,612,16171,17500,12424,31905
67,612,16271,17536,12334,31859
68,612,16165,17693,12363,31779
69,612,16560,17233,12332,31875
70,612,16500,17191,12378,31931
71,612,17109,18744,11834,30313
72,612,17525,17649,11734,31092
73,612,16954,19664,12530,28852
74,612,17265,20195,12117,28423
75,612,17099,19756,12344,28801
76,612,17241,19626,12435,28698
77,612,17291,18302,11707,30700
78,612,17381,18794,11836,29989
79,612,16925,20316,12275,28484
80,612,16968,21828,12409,26795
81,612,16436,20214,12858,28492
82,612,15760,19247,13046,29947
83,612,15698,19350,13105,29847
84,612,15823,18668,13482,30027
85,612,15465,19696,13371,29468
86,612,15604,19590,13479,29327
87,612,15732,20006,13422,28840
88,612,15817,20302,13195,28686
89,612,15130,18256,13432,31182
90,612,15411,19562,13724,29303
91,612,15271,19370,13550,29809
92,612,15113,20497,14020,28370
